PooledfundId,PooledFundName,AllocationSourceId,AllocationYear,ChfProjectCode,PlannedMen,PlannedWomen,PlannedBoys,PlannedGirls,PlannedTotal,ActualMen,ActualWomen,ActualBoys,ActualGirls,ActualTotal
19,South Sudan,2,2018,SSD-18/HSS10/SA1/FSL/NGO/8252,6480,6804,9396,9720,32400,6480,6804,9396,9720,32400
19,South Sudan,2,2018,SSD-18/HSS10/SA1/FSL/INGO/8255,21840,40560,5460,10140,78000,35100,42900,0,0,78000
19,South Sudan,2,2018,SSD-18/HSS10/SA1/FSL/NGO/8259,6000,9000,3000,3000,21000,6000,9000,3000,3000,21000
19,South Sudan,2,2018,SSD-18/HSS10/SA1/P/NGO/8306,500,2500,500,1500,5000,200,1800,250,800,3050
19,South Sudan,2,2018,SSD-18/HSS10/SA1/N/UN/8314,0,4987,5443,5897,16327,0,7453,4106,4448,16007
15,Sudan,2,2013,SUD-13/S1/N/NGO/5,12500,12500,12500,12500,50000,0,0,0,0,0
15,Sudan,2,2013,SUD-13/S1/MA/NGO/6,13000,12000,11000,11000,47000,12419,11337,11353,12483,47592
15,Sudan,2,2013,SUD-13/S1/MA/NGO/7,4000,5000,3000,3000,15000,3952,6202,4738,5401,20293
15,Sudan,2,2013,SUD-13/S1/WASH/UN/11,40200,41800,9000,9000,100000,40200,41800,9000,9000,100000
15,Sudan,2,2013,SUD-13/S1/WASH/UN/12,4131,6356,4902,4901,20290,16963,25848,15040,22923,80774
15,Sudan,2,2013,SUD-13/S1/WASH/NGO/13,14123,14700,3267,3266,35356,14293,14795,4272,3306,36666
15,Sudan,2,2013,SUD-13/S1/WASH/NGO/14,2970,4725,2902,2903,13500,3303,5255,3228,3229,15015
15,Sudan,2,2013,SUD-13/S1/WASH/NGO/15,13367,15918,11982,11983,53250,13367,15918,11982,11983,53250
15,Sudan,2,2013,SUD-13/S1/WASH/NGO/16,21400,20000,3520,3520,48440,21840,20160,10920,10080,63000
15,Sudan,2,2013,SUD-13/S1/WASH/NGO/17,10263,14988,3000,3169,31420,10263,14988,2776,3393,31420
15,Sudan,2,2013,SUD-13/S1/WASH/NGO/18,5000,5000,13000,12000,35000,7333,6633,2768,3740,20474
15,Sudan,2,2013,SUD-13/S1/WASH/NGO/19,22793,24263,13235,13234,73525,22793,24263,13235,13234,73525
15,Sudan,2,2013,SUD-13/S1/WASH/NGO/20,7000,11000,2000,3000,23000,0,0,0,0,0
15,Sudan,2,2013,SUD-13/S1/WASH/NGO/21,30545,50460,24000,24000,129005,30545,50460,24000,24000,129005
15,Sudan,2,2013,SUD-13/S1/WASH/NGO/22,25202,36485,6317,6318,74322,24255,34367,7553,8273,74448
15,Sudan,2,2013,SUD-13/S1/WASH/NGO/23,10000,20000,5000,5000,40000,27600,36400,7000,8000,79000
15,Sudan,2,2013,SUD-13/S1/WASH/NGO/24,36056,37527,13000,12854,99437,34337,30045,29082,36000,129464
15,Sudan,2,2013,SUD-13/S1/E/NGO/25,156,154,2281,2000,4591,162,158,2398,2103,4821
15,Sudan,2,2013,SUD-13/S1/E/NGO/26,450,450,16144,24216,41260,480,364,43221,44986,89051
15,Sudan,2,2013,SUD-13/S1/E/NGO/27,82,76,1900,1900,3958,74,167,1267,1841,3349
15,Sudan,2,2013,SUD-13/S1/E/NGO/28,18,24,486,913,1441,38,18,411,1008,1475
15,Sudan,2,2013,SUD-13/S1/E/NGO/29,50,75,5280,3520,8925,54,71,4222,3478,7825
15,Sudan,2,2013,SUD-13/S1/E/UN/31,495,550,8000,8000,17045,796,734,7000,9000,17530
15,Sudan,2,2013,SUD-13/S1/E/NGO/32,236,249,7133,5296,12914,241,254,7813,5426,13734
15,Sudan,2,2013,SUD-13/S1/E/NGO/33,1392,1928,6720,4480,14520,0,0,0,0,0
15,Sudan,2,2013,SUD-13/S1/E/NGO/34,490,1934,11590,11590,25604,766,2343,14382,20888,38379
15,Sudan,2,2013,SUD-13/S1/FSL/NGO/36,29500,43500,21000,21000,115000,29500,43500,20580,21420,115000
15,Sudan,2,2013,SUD-13/S1/FSL/NGO/37,4574,4760,933,934,11201,12327,13877,41631,41631,109466
15,Sudan,2,2013,SUD-13/S1/FSL/NGO/38,9638,14554,1100,1208,26500,9653,14554,1100,1208,26515
15,Sudan,2,2013,SUD-13/S1/FSL/UN/39,241122,247123,26477,26478,541200,212678,238494,51314,51314,553800
15,Sudan,2,2013,SUD-13/S1/FSL/UN/40,110179,131669,20331,20331,282510,205540,247704,36892,36892,527028
15,Sudan,2,2013,SUD-13/S1/FSL/NGO/41,900,1325,2362,2363,6950,523,1762,4979,4979,12243
15,Sudan,2,2013,SUD-13/S1/FSL/NGO/42,3059,9176,7647,7648,27530,4805,14416,12014,12014,43249
15,Sudan,2,2013,SUD-13/S1/FSL/NGO/44,9264,15440,6948,6948,38600,9542,15903,7148,7165,39758
15,Sudan,2,2013,SUD-13/S1/FSL/NGO/45,1956,2119,2038,2038,8151,2428,2744,2119,2341,9632
15,Sudan,2,2013,SUD-13/S1/FSL/NGO/46,2340,2535,2438,2438,9751,2267,2526,4621,5205,14619
15,Sudan,2,2013,SUD-13/S1/FSL/NGO/47,26000,26000,5000,5000,62000,26000,26000,5000,5000,62000
15,Sudan,2,2013,SUD-13/S1/FSL/NGO/48,2176,4548,100,100,6924,2490,4554,100,100,7244
15,Sudan,2,2013,SUD-13/S1/FSL/NGO/49,23000,14000,4000,4000,45000,11883,12400,11088,12309,47680
15,Sudan,2,2013,SUD-13/S1/FSL/UN/50,98163,98163,50570,50570,297466,75584,75584,38938,38938,229044
15,Sudan,2,2013,SUD-13/S1/FSL/NGO/51,2900,16380,6000,6000,31280,2900,16380,6000,6000,31280
15,Sudan,2,2013,SUD-13/S1/GEIR/NGO/52,10975,14487,9219,9219,43900,90,508,65,367,1030
15,Sudan,2,2013,SUD-13/S1/GEIR/NGO/53,287,288,1437,1438,3450,631,631,1581,1581,4424
15,Sudan,2,2013,SUD-13/S1/GEIR/NGO/54,3500,7500,900,900,12800,2800,6101,700,1400,11001
15,Sudan,2,2013,SUD-13/S1/GEIR/UN/55,4496,6826,1600,1704,14626,4496,6826,1304,2000,14626
15,Sudan,2,2013,SUD-13/S1/GEIR/NGO/56,3000,8000,2000,2000,15000,3000,8000,2000,2000,15000
15,Sudan,2,2013,SUD-13/S1/GEIR/NGO/57,3505,6805,0,0,10310,6720,7280,0,0,14000
15,Sudan,2,2013,SUD-13/S1/GEIR/NGO/59,3000,6000,0,0,9000,4140,7210,0,0,11350
15,Sudan,2,2013,SUD-13/S1/L/UN/60,191250,191250,191250,191250,765000,112500,112500,112500,112500,450000
15,Sudan,2,2013,SUD-13/S1/L/UN/61,0,0,0,0,0,1,1,1,1,4
15,Sudan,2,2013,SUD-13/S1/RMS/NGO/62,200,300,84,71,655,0,0,0,0,0
15,Sudan,2,2013,SUD-13/S1/RMS/UN/63,12358,11341,3150,3151,30000,2628,2156,500,500,5784
15,Sudan,2,2013,SUD-13/S1/RMS/NGO/64,70,110,2500,2210,4890,0,0,0,0,0
15,Sudan,2,2013,SUD-13/S1/RMS/UN/65,17560,16577,2334,2334,38805,17560,16577,2334,2334,38805
15,Sudan,2,2013,SUD-13/S1/RMS/UN/66,62985,60515,10498,10497,144495,4797,7675,2878,3837,19187
15,Sudan,2,2013,SUD-13/S1/RMS/NGO/67,800,1000,600,600,3000,669,768,1557,1736,4730
15,Sudan,2,2013,SUD-13/S1/RMS/NGO/68,1454,1426,560,560,4000,1454,1426,2049,2096,7025
15,Sudan,2,2013,SUD-13/S1/P/NGO/69,25000,35000,20000,20000,100000,22400,37000,18200,21700,99300
15,Sudan,2,2013,SUD-13/S1/P/NGO/70,2000,3000,1000,1000,7000,0,0,0,0,0
15,Sudan,2,2013,SUD-13/S1/P/NGO/71,3910,6170,25,25,10130,3411,7465,33,22,10931
15,Sudan,2,2013,SUD-13/S1/P/NGO/72,689,1379,900,900,3868,689,1379,900,900,3868
15,Sudan,2,2013,SUD-13/S1/P/NGO/73,5000,6000,10500,10500,32000,0,0,0,0,0
15,Sudan,2,2013,SUD-13/S1/P/NGO/74,6150,8600,10500,10500,35750,3728,6455,8372,8408,26963
15,Sudan,2,2013,SUD-13/S1/P/NGO/75,370,829,890,890,2979,180,385,480,480,1525
15,Sudan,2,2013,SUD-13/S1/P/NGO/76,440,3350,4863,9726,18379,440,3350,4863,9726,18379
15,Sudan,2,2013,SUD-13/S1/P/NGO/77,350,7200,3920,5100,16570,399,7300,4112,5434,17245
15,Sudan,2,2013,SUD-13/S1/P/UN/78,133203,307392,99902,99902,640399,8468,9128,4849,3793,26238
15,Sudan,2,2013,SUD-13/S1/NFI/NGO/79,4560,4560,1140,1140,11400,4849,4849,1140,1140,11978
15,Sudan,2,2013,SUD-13/S1/NFI/NGO/80,4000,8000,1500,1500,15000,4729,9456,1446,2100,17731
15,Sudan,2,2013,SUD-13/S1/NFI/NGO/83,1920,1920,480,480,4800,1920,1920,480,480,4800
15,Sudan,2,2013,SUD-13/S1/NFI/NGO/84,10200,15300,12750,12750,51000,4104,8157,3833,4235,20329
15,Sudan,2,2013,SUD-13/S1/NFI/NGO/85,3000,6000,4500,4500,18000,3032,5885,4954,3964,17835
15,Sudan,2,2013,SUD-13/S1/NFI/NGO/86,6600,9000,2700,2700,21000,6600,9000,2700,2700,21000
15,Sudan,2,2013,SUD-13/S1/NFI/NGO/87,2160,1800,1500,1470,6930,2087,1785,1320,1250,6442
15,Sudan,2,2013,SUD-13/S1/NFI/NGO/88,2289,3414,704,704,7111,638,2260,874,874,4646
15,Sudan,2,2013,SUD-13/S1/NFI/NGO/89,12915,14760,4612,4613,36900,0,0,0,0,0
15,Sudan,2,2013,SUD-13/S1/NFI/NGO/90,5184,7776,4300,4340,21600,2824,4236,2353,2353,11766
15,Sudan,2,2013,SUD-13/S1/NFI/NGO/91,13580,27080,6750,6750,54160,3375,3375,1125,1125,9000
15,Sudan,2,2013,SUD-13/S1/NFI/NGO/92,39030,62448,4554,4555,110587,0,0,0,0,0
15,Sudan,2,2013,SUD-13/S1/NFI/NGO/96,13000,18000,11500,11500,54000,0,0,0,0,0
15,Sudan,2,2013,SUD-13/S1/CCS/NGO/97,295,0,0,0,295,248,139,0,0,387
15,Sudan,2,2013,SUD-13/S1/CCS/NGO/98,38150,43600,13625,13625,109000,43045,49194,13836,16911,122986
15,Sudan,2,2013,SUD-13/S1/CCS/NGO/99,200,300,0,0,500,220,619,0,0,839
15,Sudan,2,2013,SUD-13/S1/CCS/NGO/100,267,133,0,0,400,170,139,0,0,309
15,Sudan,2,2013,SUD-13/S1/N/NGO/101,973,1257,2550,2549,7329,426,2303,1416,1381,5526
15,Sudan,2,2013,SUD-13/S1/N/NGO/102,2797,2813,11591,11592,28793,1770,2400,8706,9288,22164
15,Sudan,2,2013,SUD-13/S1/N/NGO/103,21117,61041,4022,4021,90201,5276,48083,8279,8656,70294
15,Sudan,2,2013,SUD-13/S1/N/NGO/104,558,4182,2444,2444,9628,4494,42147,6160,6412,59213
15,Sudan,2,2013,SUD-13/S1/N/NGO/105,67,4927,6983,5000,16977,194,10052,2363,2121,14730
15,Sudan,2,2013,SUD-13/S1/N/NGO/106,0,40000,16320,15680,72000,0,40000,16880,25072,81952
15,Sudan,2,2013,SUD-13/S1/N/NGO/107,4746,39091,18692,18693,81222,6460,68437,9474,11661,96032
15,Sudan,2,2013,SUD-13/S1/N/NGO/108,12500,25239,23000,23157,83896,17998,107727,69742,75996,271463
15,Sudan,2,2013,SUD-13/S1/N/UN/111,2000,2000,1100,1100,6200,2000,2000,2200,2200,8400
15,Sudan,2,2013,SUD-13/S1/N/NGO/112,500,4780,6250,6250,17780,509,11096,5861,9876,27342
15,Sudan,2,2013,SUD-13/S1/N/NGO/113,0,1764,10869,10869,23502,0,1347,10179,12539,24065
15,Sudan,2,2013,SUD-13/S1/H/NGO/114,150818,72509,24653,24653,272633,105430,113897,25619,24378,269324
15,Sudan,2,2013,SUD-13/S1/H/NGO/115,128193,133425,28431,28432,318481,105124,109415,21092,22849,258480
15,Sudan,2,2013,SUD-13/S1/H/NGO/116,9468,10520,2366,2367,24721,9468,10520,2366,2367,24721
15,Sudan,2,2013,SUD-13/S1/H/NGO/117,37034,38545,8295,8295,92169,40917,60523,24346,26374,152160
15,Sudan,2,2013,SUD-13/S1/H/NGO/118,175085,174876,95889,92285,538135,95675,107120,96969,94908,394672
15,Sudan,2,2013,SUD-13/S1/H/NGO/119,40000,30000,5000,5000,80000,20979,19658,4048,5120,49805
15,Sudan,2,2013,SUD-13/S1/H/NGO/120,149970,132992,25368,20755,329085,68539,125114,40024,40337,274014
15,Sudan,2,2013,SUD-13/S1/H/UN/121,563424,783535,151421,151421,1649801,28000,157000,4000,6000,195000
15,Sudan,2,2013,SUD-13/S1/H/UN/122,450000,240000,80000,80000,850000,230400,249600,156800,163200,800000
15,Sudan,2,2013,SUD-13/S1/H/NGO/123,60627,63102,12671,12671,149071,35929,87817,45926,49391,219063
15,Sudan,2,2013,SUD-13/S1/H/NGO/124,63712,31132,6878,6878,108600,54340,41630,7350,6780,110100
15,Sudan,2,2013,SUD-13/S1/H/NGO/125,8716,19206,10000,10819,48741,7067,25468,17211,14395,64141
15,Sudan,2,2013,SUD-13/S1/H/NGO/127,16757,16165,3372,3372,39666,6553,13559,9257,8422,37791
15,Sudan,2,2013,SUD-13/S1/RER/NGO/129,3000,9000,7500,7500,27000,3000,9000,7500,7500,27000
15,Sudan,2,2013,SUD-13/S1/RER/UN/130,0,65428,6621,6621,78670,0,56786,3463,3463,63712
15,Sudan,2,2013,SUD-13/S1/RER/NGO/131,1052,1346,562,563,3523,1052,1346,562,563,3523
15,Sudan,2,2013,SUD-13/S1/RER/UN/132,41500,41500,8500,8500,100000,28323,26939,40302,43050,138614
15,Sudan,2,2013,SUD-13/S1/WASH/NGO/133,54018,56708,28783,28782,168291,60299,60824,31914,31885,184922
15,Sudan,2,2013,SUD-13/S1/CCS/UN/134,205200,174000,60000,60000,499200,69285,170871,177984,186331,604471
15,Sudan,2,2013,SUD-13/S1/CCS/UN/135,98024,100865,75555,75556,350000,58417,70325,105185,117645,351572
15,Sudan,2,2013,SUD-13/S1/CCS/UN/136,230,70,0,0,300,100,30,0,0,130
15,Sudan,2,2013,SUD-13/S1/H/NGO/138,33138,15062,6025,6025,60250,0,15062,67880,6266,89208
15,Sudan,2,2013,SUD-13/S1/NFI/NGO/149,11500,32500,750,750,45500,12820,29230,1000,2000,45050
15,Sudan,1,2013,SUD-13/ER/N/UN/164,0,0,0,0,0,0,0,0,0,0
15,Sudan,1,2013,SUD-13/ER/P/UN/166,0,0,0,0,0,0,0,0,0,0
15,Sudan,2,2014,SUD-14/S1/H/UN/242,183260,190740,45815,47685,467500,181248,188646,45312,47162,462368
15,Sudan,2,2014,SUD-14/S1/P/UN/254,1584,1296,1716,1404,6000,0,0,0,0,0
15,Sudan,2,2014,SUD-14/S1/WASH/NGO/273,13224,15660,2436,3480,34800,14600,16000,3436,5200,39236
15,Sudan,2,2014,SUD-14/S1/NFI/NGO/276,2800,3200,3350,3225,12575,2600,3400,3570,3005,12575
15,Sudan,2,2014,SUD-14/S1/NFI/NGO/314,3500,7500,3500,4000,18500,3070,7500,4052,6214,20836
15,Sudan,2,2014,SUD-14/S1/H/NGO/326,58344,53856,30056,27744,170000,56477,53001,29230,27190,165898
15,Sudan,2,2014,SUD-14/S1/NFI/NGO/327,7510,9689,7159,6847,31205,4872,6348,4653,4502,20375
15,Sudan,2,2014,SUD-14/S1/NFI/NGO/330,7670,8975,1655,2000,20300,5467,9468,8935,6000,29870
15,Sudan,2,2014,SUD-14/S1/N/NGO/353,28372,32241,33531,34821,128965,19646,40918,32733,35309,128606
15,Sudan,2,2014,SUD-14/S1/H/NGO/356,6285,15320,9820,7857,39282,18850,34453,19415,16161,88879
15,Sudan,2,2014,SUD-14/S1/P/UN/381,4432,17727,4432,4432,31023,3714,17300,0,0,21014
15,Sudan,2,2014,SUD-14/S1/E/NGO/384,300,185,5500,5500,11485,160,315,6248,6444,13167
15,Sudan,2,2014,SUD-14/S1/WASH/NGO/389,6123,7908,5868,5612,25511,6123,7908,5868,5612,25511
15,Sudan,2,2014,SUD-14/S1/E/NGO/390,67,58,1129,2691,3945,57,53,1406,2173,3689
15,Sudan,2,2014,SUD-14/S1/NFI/NGO/394,9998,13336,1363,2353,27050,6000,10000,4000,4325,24325
15,Sudan,2,2014,SUD-14/S1/N/NGO/397,10834,11286,12720,13289,48129,12331,14890,11718,11923,50862
15,Sudan,2,2014,SUD-14/S1/P/NGO/405,5000,6000,15000,16000,42000,4282,5626,6726,6964,23598
15,Sudan,2,2014,SUD-14/S1/WASH/UN/413,22295,23205,34125,34125,113750,20826,23737,20137,28738,93438
15,Sudan,2,2014,SUD-14/S1/P/NGO/425,3024,3456,16,17,6513,2442,5369,25,19,7855
15,Sudan,2,2014,SUD-14/S1/N/NGO/433,459,581,2568,2568,6176,466,570,1466,1692,4194
15,Sudan,2,2014,SUD-14/S1/P/NGO/451,4150,4160,3524,3526,15360,4775,5010,3856,3918,17559
15,Sudan,2,2014,SUD-14/S1/E/NGO/461,190,190,4061,4261,8702,172,239,4650,4515,9576
15,Sudan,2,2014,SUD-14/S1/CCS/NGO/462,90,60,0,0,150,111,65,0,0,176
15,Sudan,2,2014,SUD-14/S1/NFI/NGO/469,893,976,485,446,2800,1165,1275,619,583,3642
15,Sudan,2,2014,SUD-14/S1/L/UN/472,33000,34000,34000,34000,135000,33000,34000,34000,34000,135000
15,Sudan,2,2014,SUD-14/S1/E/NGO/477,132,159,4425,5249,9965,168,117,5219,4782,10286
15,Sudan,2,2014,SUD-14/S1/FSL/NGO/480,2694,3430,2608,3580,12312,6826,8692,6610,9072,31200
15,Sudan,2,2014,SUD-14/S1/WASH/NGO/483,69000,90000,61000,60000,280000,65550,85500,5750,57000,213800
15,Sudan,2,2014,SUD-14/S1/N/NGO/492,2735,20398,12012,12503,47648,5206,25423,7435,8445,46509
15,Sudan,2,2014,SUD-14/S1/N/NGO/519,7079,11250,10204,12092,40625,8638,21610,16924,29043,76215
15,Sudan,2,2014,SUD-14/S1/N/NGO/524,4508,4692,5292,5508,20000,5718,6140,3248,4872,19978
15,Sudan,2,2014,SUD-14/S1/RRR/NGO/525,35234,47285,8679,12654,103852,20100,26300,3562,5682,55644
15,Sudan,2,2014,SUD-14/S1/NFI/NGO/527,2257,3683,2732,3208,11880,988,1612,1196,1404,5200
15,Sudan,2,2014,SUD-14/S1/H/NGO/536,99490,103552,66327,69034,338403,111525,65619,65815,66200,309159
15,Sudan,2,2014,SUD-14/S1/P/NGO/552,12042,14022,9500,9500,45064,12217,13824,9816,9552,45409
15,Sudan,2,2014,SUD-14/S1/FSL/NGO/566,1596,3192,3990,3990,12768,1596,3192,3990,3990,12768
15,Sudan,2,2014,SUD-14/S1/E/NGO/570,350,350,7200,7800,15700,350,350,7200,7800,15700
15,Sudan,2,2014,SUD-14/S1/P/NGO/573,1705,7485,4187,7129,20506,1503,8244,3200,4376,17323
15,Sudan,2,2014,SUD-14/S1/H/NGO/577,65000,172775,56196,62129,356100,37787,66919,26353,32435,163494
15,Sudan,2,2014,SUD-14/S1/H/NGO/582,15400,16000,7000,7000,45400,16320,17589,7741,8012,49662
15,Sudan,2,2014,SUD-14/S1/WASH/NGO/585,17796,21665,8977,11651,60089,17586,20395,7808,8428,54217
15,Sudan,2,2014,SUD-14/S1/E/NGO/588,310,310,1675,2250,4545,142,175,3814,3727,7858
15,Sudan,2,2014,SUD-14/S1/H/UN/603,105000,120000,67500,82500,375000,93240,106560,59940,73260,333000
15,Sudan,2,2014,SUD-14/S1/FSL/NGO/607,5025,6030,10050,12395,33500,5025,6030,10050,12395,33500
15,Sudan,2,2014,SUD-14/S1/FSL/NGO/609,7920,7920,4580,4580,25000,8691,8664,4564,4564,26483
15,Sudan,2,2014,SUD-14/S1/FSL/NGO/614,1837,1913,1225,1275,6250,2170,2330,780,970,6250
15,Sudan,2,2014,SUD-14/S1/WASH/NGO/618,12690,13208,2880,2998,31776,12690,13208,2880,2998,31776
15,Sudan,2,2014,SUD-14/S1/FSL/NGO/620,1384,2076,5536,8304,17300,1246,1915,4089,7389,14639
15,Sudan,2,2014,SUD-14/S1/FSL/NGO/631,5000,5230,7833,8087,26150,3260,3711,6285,6755,20011
15,Sudan,2,2014,SUD-14/S1/E/NGO/635,100,200,981,939,2220,221,243,911,647,2022
15,Sudan,2,2014,SUD-14/S1/P/NGO/655,1441,2839,1890,1890,8060,746,2420,500,400,4066
15,Sudan,2,2014,SUD-14/S1/H/NGO/661,25628,28766,4357,4535,63286,20346,66812,19305,20804,127267
15,Sudan,2,2014,SUD-14/S1/RRR/UN/662,14175,17325,6210,7290,45000,14175,17325,6210,7290,45000
15,Sudan,2,2014,SUD-14/S1/P/NGO/669,4256,3256,4250,3250,15012,3744,3866,4335,3848,15793
15,Sudan,2,2014,SUD-14/S1/FSL/NGO/673,9360,9840,2640,2160,24000,15147,13203,1430,1180,30960
15,Sudan,2,2014,SUD-14/S1/N/NGO/675,2000,35775,14516,14024,66315,2349,29316,15891,21695,69251
15,Sudan,2,2014,SUD-14/S1/NFI/NGO/683,7000,18000,3000,5000,33000,13565,14696,2778,3011,34050
15,Sudan,2,2014,SUD-14/S1/RMS/UN/689,9000,4500,1000,500,15000,0,0,0,0,0
15,Sudan,2,2014,SUD-14/S1/FSL/NGO/695,7885,8875,3000,3000,22760,5417,8051,1575,1575,16618
15,Sudan,2,2014,SUD-14/S1/NFI/NGO/697,10000,12000,3500,4500,30000,800,1000,100,150,2050
15,Sudan,2,2014,SUD-14/S1/E/UN/698,255,295,10000,10000,20550,83,28,9753,10998,20862
15,Sudan,2,2014,SUD-14/S1/E/NGO/703,800,1000,2760,3000,7560,800,1000,2760,3000,7560
15,Sudan,2,2014,SUD-14/S1/NFI/NGO/704,12625,17675,9090,11110,50500,575,625,282,318,1800
15,Sudan,2,2014,SUD-14/S1/FSL/UN/706,17178,18192,11890,11890,59150,30581,19312,20388,12875,83156
15,Sudan,2,2014,SUD-14/S1/P/NGO/708,20430,25538,27580,28602,102150,0,0,0,0,0
15,Sudan,2,2014,SUD-14/S1/RMS/NGO/710,500,700,1380,1500,4080,500,700,1380,1500,4080
15,Sudan,2,2014,SUD-14/S1/WASH/NGO/714,2950,4130,2124,2596,11800,2950,4130,2124,2596,11800
15,Sudan,2,2014,SUD-14/S1/RRR/NGO/720,3000,3750,1125,1125,9000,2687,4032,1120,1120,8959
15,Sudan,2,2014,SUD-14/S1/N/NGO/724,2050,3750,900,1250,7950,829,6490,2050,2149,11518
15,Sudan,2,2014,SUD-14/S1/CCS/UN/725,77000,63000,27600,32400,200000,262474,214752,94082,110444,681752
15,Sudan,2,2014,SUD-14/S1/H/NGO/727,32717,47081,8758,8758,97314,17779,39633,11909,11910,81231
15,Sudan,2,2014,SUD-14/S1/WASH/NGO/744,13640,20461,8139,12888,55128,11200,12740,16900,18150,58990
15,Sudan,2,2014,SUD-14/S1/FSL/UN/753,60711,63189,26550,26550,177000,61225,63725,26775,26775,178500
15,Sudan,2,2014,SUD-14/S1/N/NGO/765,860,860,13455,14005,29180,321,853,8249,8584,18007
15,Sudan,2,2014,SUD-14/S1/NFI/NGO/779,2690,4097,4951,5262,17000,2410,3490,4738,5012,15650
15,Sudan,2,2014,SUD-14/S1/H/NGO/784,32480,163430,19500,27590,243000,38424,72104,25494,36524,172546
15,Sudan,2,2014,SUD-14/S1/E/NGO/787,100,100,4000,4000,8200,122,80,3740,3822,7764
15,Sudan,2,2014,SUD-14/S1/P/UN/797,3750,2500,36900,24600,67750,2280,1822,38767,31719,74588
15,Sudan,2,2014,SUD-14/S1/N/NGO/799,1034,12275,17513,17512,48334,2301,34129,16494,16853,69777
15,Sudan,2,2014,SUD-14/S1/WASH/UN/803,12991,19795,11518,17556,61860,10349,18726,10102,10102,49279
15,Sudan,2,2014,SUD-14/S1/NFI/NGO/810,31408,62290,30331,45495,169524,0,0,0,0,0
15,Sudan,2,2014,SUD-14/S1/E/NGO/817,160,160,4000,4000,8320,160,160,4000,4000,8320
15,Sudan,2,2014,SUD-14/S1/RMS/UN/824,1150,3675,995,1275,7095,733,2375,497,2317,5922
15,Sudan,2,2014,SUD-14/S1/E/NGO/827,130,110,3500,10600,14340,202,114,3500,10600,14416
15,Sudan,2,2014,SUD-14/S1/H/UN/832,140,27245,3378,6757,37520,140,19185,2478,6293,28096
15,Sudan,2,2014,SUD-14/S1/RMS/UN/840,3780,3780,500,500,8560,3759,3759,769,769,9056
15,Sudan,2,2014,SUD-14/S1/RMS/NGO/842,100,190,45,45,380,120,174,11,50,355
15,Sudan,2,2014,SUD-14/S1/N/NGO/846,4993,14408,7009,6738,33148,7378,7536,19143,19926,53983
15,Sudan,2,2014,SUD-14/S1/P/NGO/849,14824,9883,8884,7589,41180,0,0,0,0,0
15,Sudan,2,2014,SUD-14/S1/H/NGO/856,20410,22111,30615,33168,106304,19400,21250,29750,32700,103100
15,Sudan,2,2014,SUD-14/S1/NFI/NGO/861,20600,30900,25750,25750,103000,7654,11482,9567,9567,38270
15,Sudan,2,2014,SUD-14/S1/N/NGO/862,340,1140,3800,3800,9080,200,500,1927,1928,4555
15,Sudan,2,2014,SUD-14/S1/E/NGO/870,420,350,850,1100,2720,520,430,1554,1522,4026
15,Sudan,2,2014,SUD-14/S1/E/NGO/875,60,40,1500,1500,3100,332,718,684,1266,3000
15,Sudan,2,2014,SUD-14/S1/NFI/NGO/876,4039,6059,759,759,11616,4261,6331,791,792,12175
15,Sudan,2,2014,SUD-14/S1/FSL/NGO/884,6273,9409,1250,1250,18182,5285,7927,1053,1054,15319
15,Sudan,2,2014,SUD-14/S1/RMS/UN/886,1445,1445,2805,2805,8500,1445,1445,2805,2805,8500
15,Sudan,2,2014,SUD-14/S1/FSL/NGO/890,2016,2184,2016,2184,8400,1827,3065,1976,2125,8993
15,Sudan,2,2014,SUD-14/S1/RRR/NGO/908,1937,3875,5344,5344,16500,0,0,0,0,0
15,Sudan,2,2014,SUD-14/S1/WASH/NGO/912,9450,13450,3650,3850,30400,5118,7888,3550,2064,18620
15,Sudan,2,2014,SUD-14/S1/P/UN/924,2500,10500,3000,5200,21200,990,4970,1833,3370,11163
15,Sudan,2,2014,SUD-14/S1/H/NGO/950,52542,56920,26271,28460,164193,36800,43650,22495,23413,126358
15,Sudan,2,2014,SUD-14/S1/FSL/NGO/955,4000,4800,8624,8976,26400,1838,3257,5862,6090,17047
15,Sudan,2,2014,SUD-14/S1/H/NGO/961,8020,9261,6875,6876,31032,8544,9831,7258,7356,32989
15,Sudan,2,2014,SUD-14/S1/H/NGO/964,103200,111800,51600,55900,322500,132374,136438,55634,69362,393808
15,Sudan,2,2014,SUD-14/S1/FSL/NGO/966,23671,22337,27084,23208,96300,33124,31898,29442,28217,122681
15,Sudan,2,2014,SUD-14/S1/P/NGO/967,9549,13240,530,695,24014,8890,11714,1370,1400,23374
15,Sudan,2,2014,SUD-14/S1/N/NGO/984,14356,76742,19758,20566,131422,35909,91097,8544,9660,145210
15,Sudan,2,2014,SUD-14/S1/H/NGO/985,57951,60316,41964,43678,203909,92381,107705,56938,61105,318129
15,Sudan,2,2014,SUD-14/S1/P/NGO/994,175,325,6247,6503,13250,175,325,6329,6921,13750
15,Sudan,2,2014,SUD-14/SSp/CCS/UN/995,0,0,0,0,0,0,0,0,0,0
15,Sudan,2,2014,SUD-14/SSp/H/UN/999,461326,377450,170627,139604,1149007,455200,375540,170700,136560,1138000
15,Sudan,2,2014,SUD-14/SSp/N/UN/1000,0,0,7650,7350,15000,0,0,7885,7907,15792
