AllocationYear,Cluster,BeneficiariesActualTotal,BeneficiariesPlannedTotal,Budgetbycluster,AllocationSourceName
2016,Water Sanitation Hygiene,32577,32577,297761.78,Standard
2016,Water Sanitation Hygiene,639200,640000,190186.08,Standard
2016,Water Sanitation Hygiene,13779,2500,149999.99,Standard
2016,Water Sanitation Hygiene,498530,150000,799999.68,Standard
2017,Coordination and Support Services,216275,245000,350038.54,Reserve
2017,Coordination and Support Services,1,1,85947.75,Reserve
2017,Coordination and Support Services,1,1,92320.76,Reserve
2017,Coordination and Support Services,639238,639238,100000.06,Reserve
2017,Coordination and Support Services,0,315252,54136.44,Reserve
2017,Coordination and Support Services,2440110,2440110,62358.53,Reserve
2017,Food Security,502,16865,750244.27,Reserve
2017,Health,59328.4,67468.4,200000.02,Reserve
2017,Nutrition,44496.3,50601.3,150000.02,Reserve
2017,Water Sanitation Hygiene,44496.3,50601.3,150000.02,Reserve
2017,Health,3210,5000,100000,Reserve
2017,Health,30046,60000,248351.07,Reserve
2017,Protection,4083,7500,149942.1,Reserve
2017,Early Recovery,2493,22020,277147.85,Reserve
2017,Education,575.12,7813.96,182000.06,Reserve
2017,Food Security,595.66,8093.03,188500.07,Reserve
2017,Water Sanitation Hygiene,883.22,12000.01,279500.1,Reserve
2017,Water Sanitation Hygiene,21536,22500,200000,Reserve
2017,Coordination and Support Services,6646,5400,500000,Reserve
2017,Food Security,60792,132492,1199927.95,Reserve
2017,Food Security,575,173243,700000.03,Reserve
2017,Health,7910,34931,308684.3,Reserve
2017,Health,12601,59625,291892.79,Reserve
2017,Health,790,106865,345759.8,Reserve
2017,Protection,42430,30220,206060.01,Reserve
2017,Protection,17174,28625,247200,Reserve
2017,Education,,29890.08,467974.08,Reserve
2017,Food Security,,63101.28,987945.28,Reserve
2017,Water Sanitation Hygiene,,73064.64,1143936.64,Reserve
2017,Water Sanitation Hygiene,24919,53400,324104.01,Reserve
2017,Water Sanitation Hygiene,11913,121169,270000.86,Reserve
2017,Water Sanitation Hygiene,0,36400,335000.01,Reserve
2017,Emergency Shelter and NFI,5730.2,4200,91168.88,Reserve
2017,Protection,2455.8,1800,39072.38,Reserve
2017,Emergency Shelter and NFI,7677,7677,97204.77,Reserve
2017,Multi-Sector,7677,7677,97204.77,Reserve
2017,Health,12157.4,4606.6,74000.21,Reserve
2017,Nutrition,12157.4,4606.6,74000.21,Reserve
2017,Water Sanitation Hygiene,36472.2,13819.8,222000.64,Reserve
2017,Health,7994.5,8942,199985.61,Reserve
2017,Multi-Sector,7994.5,8942,199985.61,Reserve
2017,Health,21000,6000,135000,Reserve
2017,Water Sanitation Hygiene,49000,14000,315000,Reserve
2017,Health,116871.6,117153,269937.89,Reserve
2017,Water Sanitation Hygiene,77914.4,78102,179958.59,Reserve
2017,Protection,3427,8438,199938.02,Reserve
2017,Multi-Sector,17500,17500,749997.24,Reserve
2017,Multi-Sector,16161.6,10080,192000,Reserve
2017,Water Sanitation Hygiene,17845.1,11130,212000,Reserve
2017,Water Sanitation Hygiene,19720,15500,222000.82,Reserve
2017,Water Sanitation Hygiene,2000,39974,499872.39,Reserve
2017,Education,8228.4,7920,266615.53,Standard
2017,Protection,5485.6,5280,177743.68,Standard
2017,Education,4319.4,4287.6,359888.77,Standard
2017,Protection,2879.6,2858.4,239925.84,Standard
2017,Education,5156.48,6570.24,419484.65,Standard
2017,Protection,2900.52,3695.76,235960.11,Standard
2017,Education,6726,3390,203298.93,Standard
2017,Emergency Shelter and NFI,0,8500,165468.62,Standard
2017,Emergency Shelter and NFI,8580,18950,187054.3,Standard
2017,Emergency Shelter and NFI,9555,9555,158600.75,Standard
2017,Emergency Shelter and NFI,25935,35000,495725.65,Standard
2017,Emergency Shelter and NFI,15784,13000,200000.43,Standard
2017,Food Security,105790,99420,490000.1,Standard
2017,Food Security,135174,135434,508511.58,Standard
2017,Food Security,11,11,420003.7,Standard
2017,Health,16131.16,13483.76,150661.97,Standard
2017,Nutrition,9886.84,8264.24,92341.21,Standard
2017,Health,220369,288524,471298.61,Standard
2017,Health,126134,114654,418750.71,Standard
2017,Health,102898,244683,368743.1,Standard
2017,Health,121649,121852,432439.22,Standard
2017,Health,33263,29222,267318.53,Standard
2017,Health,29060,29219,326890.35,Standard
2017,Health,173100,170000,702127.58,Standard
2017,Education,24814.07,21290.63,151251.47,Standard
2017,Nutrition,22004.93,18880.37,134128.66,Standard
2017,Nutrition,28982.1,19438.86,115037.41,Standard
2017,Water Sanitation Hygiene,40022.9,26844.14,158861.19,Standard
2017,Nutrition,15143.36,7964.25,164643.57,Standard
2017,Water Sanitation Hygiene,25784.64,13560.75,280339.04,Standard
2017,Nutrition,54118,34866,233300.23,Standard
2017,Nutrition,24557,11255,189292.4,Standard
2017,Nutrition,38532,17875,180001.82,Standard
2017,Nutrition,21360,15521,180180.54,Standard
2017,Nutrition,16142,12170,229121.24,Standard
2017,Nutrition,44562,12660,181010.87,Standard
2017,Nutrition,435,173,150041.88,Standard
2017,Nutrition,11189,11189,850028.33,Standard
2017,Protection,20137,42240,367629.54,Standard
2017,Protection,17393,16974,250557.94,Standard
2017,Protection,11560,11060,146247.62,Standard
2017,Multi-Sector,6098,5194,306421.25,Standard
2017,Multi-Sector,50490,45500,341851.1,Standard
2017,Multi-Sector,8800,8800,180000,Standard
2017,Multi-Sector,72041,36322,199317.61,Standard
2017,Multi-Sector,11054,11040,200000,Standard
2017,Multi-Sector,14591,11356,278816.92,Standard
2017,Early Recovery,24115,12935,217500.03,Standard
2017,Early Recovery,12600,31634,517500.04,Standard
2017,Early Recovery,14845,14845,199757.53,Standard
2017,Early Recovery,1500,1500,149999.98,Standard
2017,Early Recovery,9279,9500,150000.3,Standard
2017,Water Sanitation Hygiene,60788,83477,457280.34,Standard
2017,Water Sanitation Hygiene,92000,92000,590095.37,Standard
2017,Water Sanitation Hygiene,34883,32500,238472.63,Standard
2017,Water Sanitation Hygiene,53103,45000,403210.52,Standard
2017,Water Sanitation Hygiene,25638,20404,393000,Standard
2017,Water Sanitation Hygiene,60249,60249,268979.42,Standard
2017,Water Sanitation Hygiene,10059,19715,228201.47,Standard
2017,Water Sanitation Hygiene,21800,52320,141562.49,Standard
2018,Emergency Shelter and NFI,,1803,164501.19,Reserve
2018,Health,,1803,164501.19,Reserve
2018,Nutrition,,1803,164501.19,Reserve
2018,Water Sanitation Hygiene,,1803,164501.19,Reserve
2018,Health,,7940.1,419739.58,Reserve
2018,Nutrition,,3402.9,179888.39,Reserve
2018,Health,,17772,174008.96,Reserve
2018,Nutrition,,11848,116005.98,Reserve
2018,Emergency Shelter and NFI,,21196.8,178777.18,Reserve
2018,Protection,,10598.4,89388.59,Reserve
2018,Water Sanitation Hygiene,,21196.8,178777.18,Reserve
2018,Protection,,3470,145000.23,Reserve
2018,Water Sanitation Hygiene,,10410,435000.68,Reserve
2018,Water Sanitation Hygiene,,26536,102750.68,Reserve
2018,Health,27658.5,82695.5,314852.62,Standard
2018,Water Sanitation Hygiene,27658.5,82695.5,314852.62,Standard
2018,Health,,231480,209883.9,Standard
2018,Water Sanitation Hygiene,,231480,209883.9,Standard
2018,Multi-Sector,1985,29012,699964.37,Standard
2018,Multi-Sector,,34000,494000.07,Standard
2018,Multi-Sector,0,3630,306838.59,Standard
2018,Health,14242.5,27209.4,149011.07,Standard
2018,Water Sanitation Hygiene,33232.5,63488.6,347692.5,Standard
2018,Education,,4001.4,305656.72,Standard
2018,Protection,,2667.6,203771.14,Standard
2018,Education,,3277,277112.92,Standard
2018,Education,,6058,336078.28,Standard
2018,Education,579,2769,203727.95,Standard
2018,Education,,2141,200020.24,Standard
2018,Food Security,,19818,218829.43,Standard
2018,Protection,,13212,145886.28,Standard
2018,Food Security,,23154.4,699953.86,Standard
2018,Water Sanitation Hygiene,,34731.6,1049930.79,Standard
2018,Food Security,20000,20000,499893.53,Standard
2018,Food Security,612,15570,250000.11,Standard
2018,Food Security,7475,7500,300000,Standard
2018,Food Security,,28756,250000.06,Standard
2018,Food Security,,18264,400000,Standard
2018,Food Security,,27400,500000,Standard
2018,Health,,52000,374811.91,Standard
2018,Protection,,28000,201821.8,Standard
2018,Health,,205700,546668.8,Standard
2018,Nutrition,,36300,96470.96,Standard
2018,Health,,69447.3,441399.29,Standard
2018,Nutrition,,37394.7,237676.54,Standard
2018,Health,,51099.6,160665.58,Standard
2018,Nutrition,,34066.4,107110.39,Standard
2018,Health,,125259.55,154871.15,Standard
2018,Nutrition,,67447.45,83392.16,Standard
2018,Health,,109002.6,266117.3,Standard
2018,Nutrition,,72668.4,177411.54,Standard
2018,Health,,97967.8,218216.12,Standard
2018,Nutrition,,41986.2,93521.19,Standard
2018,Health,,125117,400000.15,Standard
2018,Health,,35912,874999.57,Standard
2018,Nutrition,,35912,874999.57,Standard
2018,Nutrition,3108,12900,237807.5,Standard
2018,Nutrition,11697,16579,1299981.09,Standard
2018,Protection,,8656,173196.03,Standard
2018,Protection,,9400,179995.4,Standard
2018,Protection,,6486,149899.51,Standard
2018,Multi-Sector,,5374,499999.48,Standard
2018,Multi-Sector,53290,21431,559999.92,Standard
2018,Multi-Sector,,31624,679948.01,Standard
2018,Multi-Sector,,40575,680034.47,Standard
2018,Multi-Sector,,6000,330000.6,Standard
2018,Multi-Sector,247,3797,249883.43,Standard
2018,Early Recovery,,18770,520000,Standard
2018,Early Recovery,,36392,431998.48,Standard
2018,Early Recovery,948,2680,150000.09,Standard
2018,Early Recovery,,9500,150000.54,Standard
2018,Emergency Shelter and NFI,,8000,204001.06,Standard
2018,Water Sanitation Hygiene,,12000,306001.59,Standard
2018,Water Sanitation Hygiene,,32926,400000,Standard
2018,Water Sanitation Hygiene,,40815,334914.39,Standard
2018,Water Sanitation Hygiene,,60249,297955.78,Standard
2018,Water Sanitation Hygiene,,101675,400000.11,Standard
2018,Water Sanitation Hygiene,,74165,256470.86,Standard
2018,Water Sanitation Hygiene,,24536,250000,Standard
2018,Water Sanitation Hygiene,,15580,350000.02,Standard
2015,Water Sanitation Hygiene,2000000,1200000,603993.6,Reserve
2015,Water Sanitation Hygiene,315811,315811,537699.61,Standard
2015,Water Sanitation Hygiene,333710,325500,749999.86,Standard
2015,Water Sanitation Hygiene,700000,700000,746942.36,Standard
2015,Water Sanitation Hygiene,39998,39998,742662.39,Standard
2015,Food Security,10010,10010,504887.63,Reserve
2015,Food Security,176482,180482,1200908.32,Reserve
2015,Health,23246,7900,342442.8,Reserve
2015,Logistics,0,4,1115679.37,Reserve
2015,Logistics,0,0,1893900,Reserve
2015,Coordination and Support Services,,0,399431,Standard
2015,Emergency Shelter and NFI,2065,2891,751129.39,Standard
2016,Food Security,27153,26532,606690,Reserve
2016,Food Security,33332,33332,512797.5,Reserve
2016,Food Security,71700,72000,1500000,Reserve
2016,Health,1848,1390,494340,Reserve
2016,Health,2360,1915,499476,Reserve
2016,Health,1846,1690,495945,Reserve
2016,Health,1623,1620,499661.89,Reserve
2016,Health,4083,3000,139024.89,Reserve
2016,Health,6500,5774,267500,Reserve
2016,Health,410726,413200,1498000,Reserve
2016,Logistics,1,1,2000000.1,Reserve
2016,Emergency Shelter and NFI,8996,8996,476238.38,Reserve
2016,Emergency Shelter and NFI,1050,1000,275885.06,Reserve
2016,Emergency Shelter and NFI,1360,2235,736957.93,Reserve
2016,Emergency Shelter and NFI,930,922,406573.46,Reserve
2016,Emergency Shelter and NFI,1789,1750,827672.67,Reserve
2016,Water Sanitation Hygiene,45000,45000,567919.73,Reserve
2016,Water Sanitation Hygiene,95000,95000,475087.49,Reserve
2016,Education,13500,13500,241103.1,Standard
2016,Water Sanitation Hygiene,13500,13500,241103.1,Standard
2016,Education,15070,12600,1090897.1,Standard
2016,Education,21506,21008,476699.55,Standard
2016,Education,12426,14100,1000000.19,Standard
2016,Education,27317,8500,497953.55,Standard
2016,Education,9047,8925,223298.3,Standard
2016,Food Security,3168,3168,199896.54,Standard
2016,Protection,792,792,49974.14,Standard
2016,Emergency Shelter and NFI,9628.06,11097.9,759984.19,Standard
2016,Food Security,15962.31,18399.15,1259973.79,Standard
2016,Emergency Shelter and NFI,935.6,1012,737200.26,Standard
2016,Food Security,1403.4,1518,1105800.39,Standard
2016,Emergency Shelter and NFI,72500.58,66500,265937.79,Standard
2016,Food Security,156448.62,143500,573865.75,Standard
2016,Water Sanitation Hygiene,152632.8,140000,559869.02,Standard
2016,Food Security,243977,283800,2000000,Standard
2016,Food Security,21297,92500,800000,Standard
2016,Food Security,43150,78000,500406.9,Standard
2016,Food Security,4952,4620,399923.2,Standard
2016,Food Security,3035,2334,299999.98,Standard
2016,Food Security,16966,18000,149981.9,Standard
2016,Food Security,682056,350000,2000001.18,Standard
2016,Food Security,23316,22500,1000000.03,Standard
2016,Health,539,536,299600,Standard
2016,Health,29915,20000,497956.6,Standard
2016,Health,613,605,399993,Standard
2016,Health,215334,215334,383461.25,Standard
2016,Health,1464,3270,249999.08,Standard
2016,Health,511,459,399891.1,Standard
2016,Health,1522,1344,299826.84,Standard
2016,Health,547,466,498470.64,Standard
2016,Health,1792,2040,299707,Standard
2016,Health,153471,80000,1649528.05,Standard
2016,Health,0,59240,400000,Standard
2016,Nutrition,145000,81300,1499669.2,Standard
2016,Nutrition,50480,50480,500017,Standard
2016,Nutrition,331000,290000,249952,Standard
2016,Health,41823.76,46312.2,409169.46,Standard
2016,Protection,119768.04,132621.3,1171712.53,Standard
2016,Water Sanitation Hygiene,28516.2,31576.5,278979.17,Standard
2016,Protection,30579,24070,671220.18,Standard
2016,Protection,4083,2529,230459.9,Standard
2016,Emergency Shelter and NFI,144275.6,97240,1293490.9,Standard
2016,Food Security,67894.4,45760,608701.6,Standard
2016,Emergency Shelter and NFI,840,840,356002.35,Standard
2016,Protection,210,210,89000.59,Standard
2016,Emergency Shelter and NFI,468.5,560,271973.41,Standard
2016,Protection,93.7,112,54394.68,Standard
2016,Water Sanitation Hygiene,374.8,448,217578.72,Standard
2016,Emergency Shelter and NFI,18650.4,16800,246121.42,Standard
2016,Water Sanitation Hygiene,12433.6,11200,164080.94,Standard
2016,Emergency Shelter and NFI,6640,5622,199992.63,Standard
2016,Emergency Shelter and NFI,7200,7200,214009.24,Standard
2016,Emergency Shelter and NFI,1801,1801,891230.41,Standard
2016,Emergency Shelter and NFI,15302,15302,586012.74,Standard
2016,Water Sanitation Hygiene,351029,163391,2000000,Standard
2016,Water Sanitation Hygiene,459129,125000,750000.45,Standard
2016,Water Sanitation Hygiene,421535,316044,626985,Standard
2016,Water Sanitation Hygiene,135044,115000,588394.31,Standard
2016,Water Sanitation Hygiene,289867,250000,590264.32,Standard
2016,Water Sanitation Hygiene,2996,3080,159103.65,Standard
2017,Education,3371.2,2767.8,291013.16,Standard
2017,Protection,1444.8,1186.2,124719.92,Standard
2017,Education,4028.8,3484,315041.93,Standard
2017,Protection,1007.2,871,78760.48,Standard
2017,Education,8912,8911,199777.23,Standard
2017,Education,13632,5912,884685.63,Standard
2017,Early Recovery,95,500,216880.74,Standard
2017,Early Recovery,8403,8378,1935998.39,Standard
2017,Early Recovery,0,985,1209337.11,Standard
2017,Food Security,10354,10354,199998.5,Standard
2017,Food Security,0,24900,1000000.17,Standard
2017,Health,18808.5,15071.25,310708.28,Standard
2017,Nutrition,6269.5,5023.75,103569.43,Standard
2017,Health,121668.8,98175,915706,Standard
2017,Protection,22121.6,17850,166492,Standard
2017,Water Sanitation Hygiene,77425.6,62475,582722,Standard
2017,Health,11028,11028,263914.05,Standard
2017,Water Sanitation Hygiene,2757,2757,65978.51,Standard
2017,Health,92,1564,396627.6,Standard
2017,Health,73983,56385,607416.62,Standard
2017,Health,0,23000,375031.66,Standard
2017,Nutrition,133333,133333,499288.75,Standard
2017,Emergency Shelter and NFI,0,1635,1182207.08,Standard
2017,Emergency Shelter and NFI,57277,42120,671707.8,Standard
2017,Emergency Shelter and NFI,954,1000,500011,Standard
2017,Emergency Shelter and NFI,104,680,238043.97,Standard
2017,Emergency Shelter and NFI,148,1345,732500.64,Standard
2017,Emergency Shelter and NFI,2751,3000,1198400,Standard
2017,Emergency Shelter and NFI,2852.29,27440,686000,Standard
2017,Water Sanitation Hygiene,2968.71,28560,714000.01,Standard
2017,Emergency Shelter and NFI,2818.01,3316.74,495918.12,Standard
2017,Water Sanitation Hygiene,2498.99,2941.26,439776.44,Standard
2017,Water Sanitation Hygiene,131340,128303,286365.17,Standard
2017,Water Sanitation Hygiene,80547,90000,384214.69,Standard
2017,Food Security,90569,53250,459447.3,Standard
2017,Health,0,59534,399976.27,Standard
2017,Health,37389,31750,600867.39,Standard
2017,Nutrition,75967,86563,1499533.65,Standard
2017,Protection,12355,18000,572236,Standard
2017,Emergency Shelter and NFI,133628,82500,1239552.2,Standard
2017,Emergency Shelter and NFI,0,4295,917225.51,Standard
2017,Emergency Shelter and NFI,35772,35775,1064991.01,Standard
2017,Emergency Shelter and NFI,21290,35000,1751048.04,Standard
2017,Water Sanitation Hygiene,39421,131102,1137800.89,Standard
2017,Water Sanitation Hygiene,1837,114330,850847.63,Standard
2017,Coordination and Support Services,5,1,250273,Reserve
2017,Health,14693,12744,187586.62,Reserve
2017,Health,1525,1250,332235,Reserve
2017,Logistics,1,1,1498000,Reserve
2017,Logistics,1,1,1284000,Reserve
2017,Logistics,1,1,2000000.1,Reserve
2017,Emergency Shelter and NFI,1,1,299707,Reserve
2018,Food Security,0,54268,113762.4,Reserve
2018,Food Security,,64500,2000000,Reserve
2018,Emergency Shelter and NFI,,2760.8,563849.68,Reserve
2018,Food Security,,5426.4,1108256.26,Reserve
2018,Health,,952,194430.92,Reserve
2018,Water Sanitation Hygiene,,380.8,77772.37,Reserve
2018,Emergency Shelter and NFI,4600,11000,1268468.95,Reserve
2018,Water Sanitation Hygiene,,87091,250000,Reserve
2018,Food Security,8000,8000,392790.17,Reserve
2018,Health,3197.95,14073.5,95015.11,Reserve
2018,Protection,2741.1,12063,81441.53,Reserve
2018,Water Sanitation Hygiene,3197.95,14073.5,95015.11,Reserve
2018,Health,,20780,584351.61,Reserve
2018,Health,29139,48652,280176.29,Reserve
2018,Health,50883,32000,250000,Reserve
2018,Health,115750,143000,500000.3,Reserve
2018,Nutrition,67148,67000,999953.95,Reserve
2018,Protection,37560,62263,1425989,Reserve
2018,Protection,27789,39000,1002472.3,Reserve
2018,Emergency Shelter and NFI,40279.82,41318.7,1720000,Reserve
2018,Protection,6557.18,6726.3,280000,Reserve
2018,Emergency Shelter and NFI,4974,8000,238716,Reserve
2018,Protection,2487,4000,119358,Reserve
2018,Water Sanitation Hygiene,4974,8000,238716,Reserve
2018,Emergency Shelter and NFI,1400,2933,35430.36,Reserve
2018,Water Sanitation Hygiene,18600,38967,470717.67,Reserve
2018,Emergency Shelter and NFI,11700,11700,379015.4,Reserve
2018,Emergency Shelter and NFI,0,8906,366360.5,Reserve
2018,Emergency Shelter and NFI,44124,38000,684051,Reserve
2018,Emergency Shelter and NFI,30222,30134,551265.78,Reserve
2018,Emergency Shelter and NFI,84363,84363,1450699.37,Reserve
2018,Health,20230.72,35902.72,281770.09,Reserve
2018,Water Sanitation Hygiene,42990.28,76293.28,598761.44,Reserve
2018,Emergency Shelter and NFI,2788.2,9588.3,75000,Reserve
2018,Water Sanitation Hygiene,25093.8,86294.7,675000,Reserve
2018,Water Sanitation Hygiene,0,26100,204130.71,Reserve
2018,Water Sanitation Hygiene,120000,170000,2000000.13,Reserve
2018,Education,,5008,499996.66,Standard
2018,Education,,10535,497271.5,Standard
2018,Education,,2560,335729.62,Standard
2018,Education,,12360,399999.98,Standard
2018,Health,,56885,299998.58,Standard
2018,Health,,84819,299992.03,Standard
2018,Health,,42500,600000,Standard
2018,Health,,49001,335821,Standard
2018,Health,,59000,399994.57,Standard
2018,Health,,248000,554124,Standard
2018,Health,,106460,599171.11,Standard
2018,Protection,,2840,275400.88,Standard
2018,Protection,,23600,847493.5,Standard
2018,Emergency Shelter and NFI,,500,403558.38,Standard
2018,Emergency Shelter and NFI,,1330,598857.64,Standard
2018,Emergency Shelter and NFI,,37500,774118,Standard
2018,Emergency Shelter and NFI,,18500,699806.75,Standard
2018,Emergency Shelter and NFI,,51056,629992.46,Standard
2018,Emergency Shelter and NFI,,750,396221,Standard
2018,Emergency Shelter and NFI,,49001,977951.2,Standard
2018,Water Sanitation Hygiene,,17750,315000,Standard
2018,Water Sanitation Hygiene,,104000,978232.99,Standard
2018,Water Sanitation Hygiene,,52500,399490.92,Standard
2018,Water Sanitation Hygiene,,78540,997431.96,Standard
2018,Water Sanitation Hygiene,,46119,792938.06,Standard
2018,Water Sanitation Hygiene,,41000,499786.73,Standard
2014,Camp Coordination / Management,75604,62225,399741.89,Standard
2014,Education,15047,15047,156421.16,Standard
2014,Education,8550,7500,245538.25,Standard
2014,Food Security,18408,12600,419000.06,Standard
2014,Food Security,8850,3000,393695.8,Standard
2014,Food Security,24840,2760,270118.29,Standard
2014,Food Security,1995,5530,295773.25,Standard
2014,Food Security,2355,900,300173.52,Standard
2014,Food Security,17607,7800,429866.59,Standard
2014,Health,32541,6200,312882.18,Standard
2014,Health,3015,1596,699972.6,Standard
2014,Health,12169,10000,387117.14,Standard
2014,Health,1550,2400,354789.14,Standard
2014,Health,14902,17600,389793.51,Standard
2014,Health,41206,80300,356634.58,Standard
2014,Emergency Shelter and NFI,5649,4620,394292.22,Standard
2014,Emergency Shelter and NFI,85560,84000,197971.4,Standard
2014,Emergency Shelter and NFI,43147,48000,1798199.2,Standard
2014,Protection,10460,10500,229504.3,Standard
2014,Protection,5973,2375,169535.72,Standard
2014,Water Sanitation Hygiene,50000,58100,111681.25,Standard
2014,Water Sanitation Hygiene,29500,29500,177748.4,Standard
2014,Water Sanitation Hygiene,100984,112452,345353.2,Standard
2014,Water Sanitation Hygiene,29161,32500,194493.9,Standard
2015,Education,1490,1439,258028.36,Standard
2015,Education,5130,5130,196569.7,Standard
2015,Education,2044,1800,383629.33,Standard
2015,Education,9371,9000,165221.64,Standard
2015,Food Security,18066,2035,500011,Standard
2015,Food Security,26948,19800,800000,Standard
2015,Food Security,14854,13200,1262603.84,Standard
2015,Food Security,3604,502,368526.96,Standard
2015,Food Security,13550,2255,436206.9,Standard
2015,Food Security,3274,500,472388.95,Standard
2015,Food Security,25388,15329,646999.93,Standard
2015,Food Security,16948,1000,699411.92,Standard
2015,Food Security,87050,100500,602620,Standard
2015,Food Security,4144,670,545079.4,Standard
2015,Food Security,1001,200,239546.2,Standard
2015,Food Security,406,400,592284.59,Standard
2015,Food Security,4340,4082,753840.68,Standard
2015,Health,66794,95040,750614.78,Standard
2015,Health,73998,88500,749905.22,Standard
2015,Health,116742,86457,800542.07,Standard
2015,Health,116593,264840,1166001.63,Standard
2015,Health,181592,84634,1199994.09,Standard
2015,Health,82884,77000,460142.16,Standard
2015,Health,67127,81300,795348.12,Standard
2015,Health,64232,51022,493714.87,Standard
2015,Health,9976,8248,274994.28,Standard
2015,Health,21810,24706,185473.8,Standard
2015,Health,36485,28000,499797,Standard
2015,Nutrition,26726,18945,1076118.07,Standard
2015,Nutrition,125685,131800,543485.1,Standard
2015,Nutrition,45283,46080,305275.82,Standard
2015,Nutrition,67583,15300,475880.1,Standard
2015,Protection,2532,1708,295000.37,Standard
2015,Protection,17225,16000,314376.7,Standard
2015,Protection,176080,633303,99921.94,Standard
2015,Protection,250317,128156,284926.88,Standard
2015,Camp Coordination / Management,100937,87679,200000,Reserve
2015,Coordination and Support Services,197,0,2085310.05,Reserve
2015,Coordination and Support Services,330,212,301253.15,Reserve
2015,Food Security,13530,18150,240764.85,Reserve
2015,Food Security,10526,10526,396455.33,Reserve
2015,Food Security,116072,100265,599997.37,Reserve
2015,Health,33249,11590,469626.21,Reserve
2015,Health,3180,23424,301301.3,Reserve
2015,Health,9050,10740,241989.06,Reserve
2015,Logistics,0,0,1258925.83,Reserve
2015,Emergency Shelter and NFI,6784,5100,398453.09,Reserve
2015,Emergency Shelter and NFI,22258,22200,599820.6,Reserve
2015,Protection,1852414,680000,3174352.69,Reserve
2015,Water Sanitation Hygiene,120000,120000,310848.05,Reserve
2015,Water Sanitation Hygiene,102001,82380,690342.6,Reserve
2015,Camp Coordination / Management,10000,10000,1376852.63,Reserve
2015,Camp Coordination / Management,40012,36000,2411255.7,Reserve
2015,Food Security,211118,185099,1963798.78,Reserve
2015,Health,110015,110015,2008313.5,Reserve
2015,Emergency Shelter and NFI,25371,21504,1770051.47,Reserve
2015,Water Sanitation Hygiene,445914,433870,1999518.44,Reserve
2015,Camp Coordination / Management,9900,10053,313772.93,Standard
2015,Camp Coordination / Management,13465,10595,398836.08,Standard
2015,Camp Coordination / Management,734491,185497,148807.04,Standard
2015,Camp Coordination / Management,7823,7695,116929.6,Standard
2015,Camp Coordination / Management,14338,10861,519757.17,Standard
2015,Education,4660,4823,220000.39,Standard
2015,Education,23200,23200,200971.68,Standard
2015,Education,517,525,200758.96,Standard
2015,Education,2210,2210,370185.23,Standard
2015,Food Security,986,600,312727.88,Standard
2015,Food Security,2132,350,351087.17,Standard
2015,Food Security,4059,575,262690.35,Standard
2015,Food Security,14737,1800,149884.53,Standard
2015,Food Security,844,300,147627.1,Standard
2015,Health,0,76000,697889.05,Standard
2015,Health,3842,4000,265536.98,Standard
2015,Health,59879,38070,318005.34,Standard
2015,Health,7323,7368,283405.55,Standard
2015,Nutrition,12570,12570,177085,Standard
2015,Nutrition,54299,60861,301750.7,Standard
2015,Emergency Shelter and NFI,6070,4500,743121.69,Standard
2015,Emergency Shelter and NFI,807,782,268207.91,Standard
2015,Protection,14231,6600,200676,Standard
2015,Protection,4859,4354,137226.67,Standard
2015,Protection,15651,11320,307298.05,Standard
2015,Protection,3764,1160,172687.3,Standard
2015,Protection,4082,1300,149556.04,Standard
2015,Water Sanitation Hygiene,25760,49000,446998.92,Standard
2015,Water Sanitation Hygiene,51250,68000,242000.19,Standard
2015,Water Sanitation Hygiene,13817,15000,252598.65,Standard
2015,Water Sanitation Hygiene,200430,218398,555721.71,Standard
2015,Water Sanitation Hygiene,168906,167641,502049.35,Standard
2016,Camp Coordination / Management,6064,1600,500000.56,Reserve
2016,Camp Coordination / Management,39574,20150,999544.78,Reserve
2016,Camp Coordination / Management,101239,33844,999905.3,Reserve
2016,Camp Coordination / Management,10442,7185,1000001.78,Reserve
2016,Camp Coordination / Management,39534,51898,500000,Reserve
2016,Camp Coordination / Management,25000,25000,2698762.5,Reserve
2016,Camp Coordination / Management,92929,97200,1999979.26,Reserve
2016,Camp Coordination / Management,44257,54219,2811246.3,Reserve
2016,Camp Coordination / Management,8591,43200,1723152.72,Reserve
2016,Food Security,59732,20000,650677.15,Reserve
2016,Food Security,10140,10140,498009.48,Reserve
2016,Food Security,5500,500,500008.32,Reserve
2016,Food Security,3400,2910,250053.65,Reserve
2016,Food Security,15300,4920,500610.2,Reserve
2016,Food Security,12070,7500,349946.8,Reserve
2016,Food Security,78654,42458,491133.8,Reserve
2016,Food Security,14500,14500,250042.97,Reserve
2016,Food Security,23379,12000,2000011.9,Reserve
2016,Food Security,222930,236641,1700046.33,Reserve
2016,Health,108525,120490,605348.86,Reserve
2016,Health,23833,27620,800930.25,Reserve
2016,Health,580230,648859,1083286.34,Reserve
2016,Health,68155,35351,595506.36,Reserve
2016,Health,21920,23178,664643.49,Reserve
2016,Health,13526,19500,199913.45,Reserve
2016,Health,69108,85000,149939.1,Reserve
2016,Health,1310400,1310400,2446152.4,Reserve
2016,Health,,600000,2062847.11,Reserve
2016,Emergency Shelter and NFI,14051,13546,496526.01,Reserve
2016,Emergency Shelter and NFI,22430,14650,768122.08,Reserve
2016,Emergency Shelter and NFI,8886,5340,500000,Reserve
2016,Emergency Shelter and NFI,53538,48000,1499478.74,Reserve
